2026-07-25 19:55:08,959 | INFO | knowledge_collector.crawl_progress | Current page: 1 | Pages completed: 0 | Pages remaining: 1 | Queue size: 1 | Visited pages: 0 | Current depth: 0 | Elapsed time: 00:00 | Estimated remaining time: 00:00 | Current URL: https://owasp.org/Top10/2021/A01_2021-Broken_Access_Control/index.html
2026-07-25 19:56:51,274 | INFO | knowledge_collector.crawl_progress | Current page: 88 | Pages completed: 87 | Pages remaining: 729 | Queue size: 729 | Visited pages: 87 | Current depth: 2 | Elapsed time: 01:42 | Estimated remaining time: 14:17 | Current URL: https://owasp.org/Top10/2021/es/A07_2021-Identification_and_Authentication_Failures
2026-07-25 19:56:52,040 | INFO | knowledge_collector.crawl_progress | Current page: 89 | Pages completed: 88 | Pages remaining: 728 | Queue size: 728 | Visited pages: 88 | Current depth: 2 | Elapsed time: 01:43 | Estimated remaining time: 14:13 | Current URL: https://owasp.org/Top10/2021/es/A08_2021-Software_and_Data_Integrity_Failures
2026-07-25 19:56:52,828 | INFO | knowledge_collector.crawl_progress | Current page: 90 | Pages completed: 89 | Pages remaining: 727 | Queue size: 727 | Visited pages: 89 | Current depth: 2 | Elapsed time: 01:44 | Estimated remaining time: 14:09 | Current URL: https://owasp.org/Top10/2021/es/A09_2021-Security_Logging_and_Monitoring_Failures
2026-07-25 19:56:54,489 | INFO | knowledge_collector.crawl_progress | Current page: 91 | Pages completed: 90 | Pages remaining: 726 | Queue size: 726 | Visited pages: 90 | Current depth: 2 | Elapsed time: 01:46 | Estimated remaining time: 14:11 | Current URL: https://owasp.org/Top10/2021/es/A10_2021-Server-Side_Request_Forgery_%28SSRF%29
2026-07-25 19:56:55,708 | INFO | knowledge_collector.crawl_progress | Current page: 92 | Pages completed: 91 | Pages remaining: 726 | Queue size: 726 | Visited pages: 91 | Current depth: 2 | Elapsed time: 01:47 | Estimated remaining time: 14:12 | Current URL: https://owasp.org/Top10/2021/es/A11_2021-Next_Steps
2026-07-25 19:56:56,502 | INFO | knowledge_collector.crawl_progress | Current page: 93 | Pages completed: 92 | Pages remaining: 725 | Queue size: 725 | Visited pages: 92 | Current depth: 2 | Elapsed time: 01:48 | Estimated remaining time: 14:08 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Access_Control_Cheat_Sheet.html
2026-07-25 19:56:57,530 | INFO | knowledge_collector.crawl_progress | Current page: 94 | Pages completed: 92 | Pages remaining: 724 | Queue size: 724 | Visited pages: 92 | Current depth: 2 | Elapsed time: 01:49 | Estimated remaining time: 14:15 | Current URL: https://owasp.org/Top10/2021/fr/A00_2021_Introduction
2026-07-25 19:56:59,506 | INFO | knowledge_collector.crawl_progress | Current page: 95 | Pages completed: 93 | Pages remaining: 723 | Queue size: 723 | Visited pages: 93 | Current depth: 2 | Elapsed time: 01:51 | Estimated remaining time: 14:20 | Current URL: https://owasp.org/Top10/2021/fr/0x00_2021-notice
2026-07-25 19:57:00,204 | INFO | knowledge_collector.crawl_progress | Current page: 96 | Pages completed: 94 | Pages remaining: 722 | Queue size: 722 | Visited pages: 94 | Current depth: 2 | Elapsed time: 01:51 | Estimated remaining time: 14:15 | Current URL: https://owasp.org/Top10/2021/fr/A00_2021_How_to_use_the_OWASP_Top_10_as_a_standard
2026-07-25 19:57:00,888 | INFO | knowledge_collector.crawl_progress | Current page: 97 | Pages completed: 95 | Pages remaining: 721 | Queue size: 721 | Visited pages: 95 | Current depth: 2 | Elapsed time: 01:52 | Estimated remaining time: 14:10 | Current URL: https://owasp.org/Top10/2021/fr/A00_2021-How_to_start_an_AppSec_program_with_the_OWASP_Top_10
2026-07-25 19:57:02,527 | INFO | knowledge_collector.crawl_progress | Current page: 98 | Pages completed: 96 | Pages remaining: 720 | Queue size: 720 | Visited pages: 96 | Current depth: 2 | Elapsed time: 01:54 | Estimated remaining time: 14:12 | Current URL: https://owasp.org/Top10/2021/fr/0x01_2021-about-owasp
2026-07-25 19:57:03,197 | INFO | knowledge_collector.crawl_progress | Current page: 99 | Pages completed: 97 | Pages remaining: 719 | Queue size: 719 | Visited pages: 97 | Current depth: 2 | Elapsed time: 01:54 | Estimated remaining time: 14:07 | Current URL: https://owasp.org/Top10/2021/fr/A02_2021-Cryptographic_Failures
2026-07-25 19:57:04,020 | INFO | knowledge_collector.crawl_progress | Current page: 100 | Pages completed: 98 | Pages remaining: 718 | Queue size: 718 | Visited pages: 98 | Current depth: 2 | Elapsed time: 01:55 | Estimated remaining time: 14:03 | Current URL: https://owasp.org/Top10/2021/fr/A03_2021-Injection
2026-07-25 19:57:04,840 | INFO | knowledge_collector.crawl_progress | Current page: 101 | Pages completed: 99 | Pages remaining: 717 | Queue size: 717 | Visited pages: 99 | Current depth: 2 | Elapsed time: 01:56 | Estimated remaining time: 13:59 | Current URL: https://owasp.org/Top10/2021/fr/A04_2021-Insecure_Design
2026-07-25 19:57:05,615 | INFO | knowledge_collector.crawl_progress | Current page: 102 | Pages completed: 100 | Pages remaining: 716 | Queue size: 716 | Visited pages: 100 | Current depth: 2 | Elapsed time: 01:57 | Estimated remaining time: 13:55 | Current URL: https://owasp.org/Top10/2021/fr/A05_2021-Security_Misconfiguration
2026-07-25 19:57:06,918 | INFO | knowledge_collector.crawl_progress | Current page: 103 | Pages completed: 101 | Pages remaining: 716 | Queue size: 716 | Visited pages: 101 | Current depth: 2 | Elapsed time: 01:58 | Estimated remaining time: 13:56 | Current URL: https://owasp.org/Top10/2021/fr/A06_2021-Vulnerable_and_Outdated_Components
2026-07-25 19:57:07,943 | INFO | knowledge_collector.crawl_progress | Current page: 104 | Pages completed: 102 | Pages remaining: 715 | Queue size: 715 | Visited pages: 102 | Current depth: 2 | Elapsed time: 01:59 | Estimated remaining time: 13:54 | Current URL: https://owasp.org/Top10/2021/fr/A07_2021-Identification_and_Authentication_Failures
2026-07-25 19:57:08,782 | INFO | knowledge_collector.crawl_progress | Current page: 105 | Pages completed: 103 | Pages remaining: 714 | Queue size: 714 | Visited pages: 103 | Current depth: 2 | Elapsed time: 02:00 | Estimated remaining time: 13:51 | Current URL: https://owasp.org/Top10/2021/fr/A08_2021-Software_and_Data_Integrity_Failures
2026-07-25 19:57:09,842 | INFO | knowledge_collector.crawl_progress | Current page: 106 | Pages completed: 104 | Pages remaining: 713 | Queue size: 713 | Visited pages: 104 | Current depth: 2 | Elapsed time: 02:01 | Estimated remaining time: 13:49 | Current URL: https://owasp.org/Top10/2021/fr/A09_2021-Security_Logging_and_Monitoring_Failures
2026-07-25 19:57:10,786 | INFO | knowledge_collector.crawl_progress | Current page: 107 | Pages completed: 105 | Pages remaining: 712 | Queue size: 712 | Visited pages: 105 | Current depth: 2 | Elapsed time: 02:02 | Estimated remaining time: 13:46 | Current URL: https://owasp.org/Top10/2021/fr/A10_2021-Server-Side_Request_Forgery_%28SSRF%29
2026-07-25 19:57:11,549 | INFO | knowledge_collector.crawl_progress | Current page: 108 | Pages completed: 106 | Pages remaining: 712 | Queue size: 712 | Visited pages: 106 | Current depth: 2 | Elapsed time: 02:03 | Estimated remaining time: 13:44 | Current URL: https://owasp.org/Top10/2021/fr/A11_2021-Next_Steps
2026-07-25 19:57:12,262 | INFO | knowledge_collector.crawl_progress | Current page: 109 | Pages completed: 107 | Pages remaining: 711 | Queue size: 711 | Visited pages: 107 | Current depth: 2 | Elapsed time: 02:03 | Estimated remaining time: 13:39 | Current URL: https://owasp.org/Top10/2021/id/A00_2021_Introduction
2026-07-25 19:57:13,732 | INFO | knowledge_collector.crawl_progress | Current page: 110 | Pages completed: 108 | Pages remaining: 710 | Queue size: 710 | Visited pages: 108 | Current depth: 2 | Elapsed time: 02:05 | Estimated remaining time: 13:40 | Current URL: https://owasp.org/Top10/2021/id/0x00_2021-notice
2026-07-25 19:57:14,807 | INFO | knowledge_collector.crawl_progress | Current page: 111 | Pages completed: 109 | Pages remaining: 709 | Queue size: 709 | Visited pages: 109 | Current depth: 2 | Elapsed time: 02:06 | Estimated remaining time: 13:39 | Current URL: https://owasp.org/Top10/2021/id/A00_2021_How_to_use_the_OWASP_Top_10_as_a_standard
2026-07-25 19:57:16,066 | INFO | knowledge_collector.crawl_progress | Current page: 112 | Pages completed: 110 | Pages remaining: 708 | Queue size: 708 | Visited pages: 110 | Current depth: 2 | Elapsed time: 02:07 | Estimated remaining time: 13:38 | Current URL: https://owasp.org/Top10/2021/id/A00_2021-How_to_start_an_AppSec_program_with_the_OWASP_Top_10
2026-07-25 19:57:17,478 | INFO | knowledge_collector.crawl_progress | Current page: 113 | Pages completed: 111 | Pages remaining: 707 | Queue size: 707 | Visited pages: 111 | Current depth: 2 | Elapsed time: 02:09 | Estimated remaining time: 13:39 | Current URL: https://owasp.org/Top10/2021/id/0x01_2021-about-owasp
2026-07-25 19:57:18,124 | INFO | knowledge_collector.crawl_progress | Current page: 114 | Pages completed: 112 | Pages remaining: 706 | Queue size: 706 | Visited pages: 112 | Current depth: 2 | Elapsed time: 02:09 | Estimated remaining time: 13:34 | Current URL: https://owasp.org/Top10/2021/id/A02_2021-Cryptographic_Failures
2026-07-25 19:57:18,993 | INFO | knowledge_collector.crawl_progress | Current page: 115 | Pages completed: 113 | Pages remaining: 705 | Queue size: 705 | Visited pages: 113 | Current depth: 2 | Elapsed time: 02:10 | Estimated remaining time: 13:31 | Current URL: https://owasp.org/Top10/2021/id/A03_2021-Injection
2026-07-25 19:57:20,176 | INFO | knowledge_collector.crawl_progress | Current page: 116 | Pages completed: 114 | Pages remaining: 704 | Queue size: 704 | Visited pages: 114 | Current depth: 2 | Elapsed time: 02:11 | Estimated remaining time: 13:30 | Current URL: https://owasp.org/Top10/2021/id/A04_2021-Insecure_Design
2026-07-25 19:57:21,038 | INFO | knowledge_collector.crawl_progress | Current page: 117 | Pages completed: 115 | Pages remaining: 703 | Queue size: 703 | Visited pages: 115 | Current depth: 2 | Elapsed time: 02:12 | Estimated remaining time: 13:27 | Current URL: https://owasp.org/Top10/2021/id/A05_2021-Security_Misconfiguration
2026-07-25 19:57:21,994 | INFO | knowledge_collector.crawl_progress | Current page: 118 | Pages completed: 116 | Pages remaining: 702 | Queue size: 702 | Visited pages: 116 | Current depth: 2 | Elapsed time: 02:13 | Estimated remaining time: 13:25 | Current URL: https://owasp.org/Top10/2021/id/A06_2021-Vulnerable_and_Outdated_Components
2026-07-25 19:57:23,124 | INFO | knowledge_collector.crawl_progress | Current page: 119 | Pages completed: 117 | Pages remaining: 701 | Queue size: 701 | Visited pages: 117 | Current depth: 2 | Elapsed time: 02:14 | Estimated remaining time: 13:24 | Current URL: https://owasp.org/Top10/2021/id/A07_2021-Identification_and_Authentication_Failures
2026-07-25 19:57:24,676 | INFO | knowledge_collector.crawl_progress | Current page: 120 | Pages completed: 118 | Pages remaining: 700 | Queue size: 700 | Visited pages: 118 | Current depth: 2 | Elapsed time: 02:16 | Estimated remaining time: 13:25 | Current URL: https://owasp.org/Top10/2021/id/A08_2021-Software_and_Data_Integrity_Failures
2026-07-25 19:57:25,463 | INFO | knowledge_collector.crawl_progress | Current page: 121 | Pages completed: 119 | Pages remaining: 699 | Queue size: 699 | Visited pages: 119 | Current depth: 2 | Elapsed time: 02:17 | Estimated remaining time: 13:22 | Current URL: https://owasp.org/Top10/2021/id/A09_2021-Security_Logging_and_Monitoring_Failures
2026-07-25 19:57:26,437 | INFO | knowledge_collector.crawl_progress | Current page: 122 | Pages completed: 120 | Pages remaining: 698 | Queue size: 698 | Visited pages: 120 | Current depth: 2 | Elapsed time: 02:17 | Estimated remaining time: 13:20 | Current URL: https://owasp.org/Top10/2021/id/A10_2021-Server-Side_Request_Forgery_%28SSRF%29
2026-07-25 19:57:27,457 | INFO | knowledge_collector.crawl_progress | Current page: 123 | Pages completed: 121 | Pages remaining: 698 | Queue size: 698 | Visited pages: 121 | Current depth: 2 | Elapsed time: 02:19 | Estimated remaining time: 13:19 | Current URL: https://owasp.org/Top10/2021/id/A11_2021-Next_Steps
2026-07-25 19:57:29,818 | INFO | knowledge_collector.crawl_progress | Current page: 124 | Pages completed: 122 | Pages remaining: 697 | Queue size: 697 | Visited pages: 122 | Current depth: 2 | Elapsed time: 02:21 | Estimated remaining time: 13:25 | Current URL: https://owasp.org/Top10/2021/it/A00_2021_Introduction
2026-07-25 19:57:31,637 | INFO | knowledge_collector.crawl_progress | Current page: 125 | Pages completed: 123 | Pages remaining: 696 | Queue size: 696 | Visited pages: 123 | Current depth: 2 | Elapsed time: 02:23 | Estimated remaining time: 13:27 | Current URL: https://owasp.org/Top10/2021/it/0x00_2021-notice
2026-07-25 19:57:32,345 | INFO | knowledge_collector.crawl_progress | Current page: 126 | Pages completed: 124 | Pages remaining: 695 | Queue size: 695 | Visited pages: 124 | Current depth: 2 | Elapsed time: 02:23 | Estimated remaining time: 13:24 | Current URL: https://owasp.org/Top10/2021/it/A00_2021_How_to_use_the_OWASP_Top_10_as_a_standard
2026-07-25 19:57:33,104 | INFO | knowledge_collector.crawl_progress | Current page: 127 | Pages completed: 125 | Pages remaining: 694 | Queue size: 694 | Visited pages: 125 | Current depth: 2 | Elapsed time: 02:24 | Estimated remaining time: 13:20 | Current URL: https://owasp.org/Top10/2021/it/A00_2021-How_to_start_an_AppSec_program_with_the_OWASP_Top_10
2026-07-25 19:57:33,859 | INFO | knowledge_collector.crawl_progress | Current page: 128 | Pages completed: 126 | Pages remaining: 693 | Queue size: 693 | Visited pages: 126 | Current depth: 2 | Elapsed time: 02:25 | Estimated remaining time: 13:17 | Current URL: https://owasp.org/Top10/2021/it/0x01_2021-about-owasp
2026-07-25 19:57:34,972 | INFO | knowledge_collector.crawl_progress | Current page: 129 | Pages completed: 127 | Pages remaining: 692 | Queue size: 692 | Visited pages: 127 | Current depth: 2 | Elapsed time: 02:26 | Estimated remaining time: 13:16 | Current URL: https://owasp.org/Top10/2021/it/A02_2021-Cryptographic_Failures
2026-07-25 19:57:36,239 | INFO | knowledge_collector.crawl_progress | Current page: 130 | Pages completed: 128 | Pages remaining: 691 | Queue size: 691 | Visited pages: 128 | Current depth: 2 | Elapsed time: 02:27 | Estimated remaining time: 13:15 | Current URL: https://owasp.org/Top10/2021/it/A03_2021-Injection
2026-07-25 19:57:37,073 | INFO | knowledge_collector.crawl_progress | Current page: 131 | Pages completed: 129 | Pages remaining: 690 | Queue size: 690 | Visited pages: 129 | Current depth: 2 | Elapsed time: 02:28 | Estimated remaining time: 13:12 | Current URL: https://owasp.org/Top10/2021/it/A04_2021-Insecure_Design
2026-07-25 19:57:37,930 | INFO | knowledge_collector.crawl_progress | Current page: 132 | Pages completed: 130 | Pages remaining: 689 | Queue size: 689 | Visited pages: 130 | Current depth: 2 | Elapsed time: 02:29 | Estimated remaining time: 13:10 | Current URL: https://owasp.org/Top10/2021/it/A05_2021-Security_Misconfiguration
2026-07-25 19:57:39,162 | INFO | knowledge_collector.crawl_progress | Current page: 133 | Pages completed: 131 | Pages remaining: 688 | Queue size: 688 | Visited pages: 131 | Current depth: 2 | Elapsed time: 02:30 | Estimated remaining time: 13:09 | Current URL: https://owasp.org/Top10/2021/it/A06_2021-Vulnerable_and_Outdated_Components
2026-07-25 19:57:40,228 | INFO | knowledge_collector.crawl_progress | Current page: 134 | Pages completed: 132 | Pages remaining: 687 | Queue size: 687 | Visited pages: 132 | Current depth: 2 | Elapsed time: 02:31 | Estimated remaining time: 13:07 | Current URL: https://owasp.org/Top10/2021/it/A07_2021-Identification_and_Authentication_Failures
2026-07-25 19:57:41,011 | INFO | knowledge_collector.crawl_progress | Current page: 135 | Pages completed: 133 | Pages remaining: 686 | Queue size: 686 | Visited pages: 133 | Current depth: 2 | Elapsed time: 02:32 | Estimated remaining time: 13:04 | Current URL: https://owasp.org/Top10/2021/it/A08_2021-Software_and_Data_Integrity_Failures
2026-07-25 19:57:41,748 | INFO | knowledge_collector.crawl_progress | Current page: 136 | Pages completed: 134 | Pages remaining: 685 | Queue size: 685 | Visited pages: 134 | Current depth: 2 | Elapsed time: 02:33 | Estimated remaining time: 13:01 | Current URL: https://owasp.org/Top10/2021/it/A09_2021-Security_Logging_and_Monitoring_Failures
2026-07-25 19:57:42,765 | INFO | knowledge_collector.crawl_progress | Current page: 137 | Pages completed: 135 | Pages remaining: 684 | Queue size: 684 | Visited pages: 135 | Current depth: 2 | Elapsed time: 02:34 | Estimated remaining time: 12:59 | Current URL: https://owasp.org/Top10/2021/it/A10_2021-Server-Side_Request_Forgery_%28SSRF%29
2026-07-25 19:57:44,550 | INFO | knowledge_collector.crawl_progress | Current page: 138 | Pages completed: 136 | Pages remaining: 684 | Queue size: 684 | Visited pages: 136 | Current depth: 2 | Elapsed time: 02:36 | Estimated remaining time: 13:03 | Current URL: https://owasp.org/Top10/2021/it/A11_2021-Next_Steps
2026-07-25 19:57:45,335 | INFO | knowledge_collector.crawl_progress | Current page: 139 | Pages completed: 137 | Pages remaining: 683 | Queue size: 683 | Visited pages: 137 | Current depth: 2 | Elapsed time: 02:36 | Estimated remaining time: 13:00 | Current URL: https://owasp.org/Top10/2021/ja/A00_2021_Introduction
